Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,dropout_probability,risk_level,risk_emoji,counseling_urgency
2,39,1,9991,0,1,130.0,1,38,38,9,3,145.6,0,0,0,1,1,0,34,0,0,5,10.088887976979501,3.852783577256553,11.62073298338432,0,0,5,9.834639485830763,4.192939583509717,10.69021016508863,0,13.9,-0.3,0.79,Enrolled,0.65,High Risk,🔴,Immediate counseling session required!
1,1,3,9500,1,1,113.0,1,3,1,134,135,107.8,1,0,0,1,0,1,20,0,0,7,9.851543148929144,5.06876101022946,14.297918920862834,0,0,7,8.11201006406034,6.234181036677004,13.130074278449246,0,12.4,0.5,1.79,Enrolled,0.16,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,44,1,9085,1,39,130.0,6,19,1,6,4,130.0,1,0,0,1,0,0,22,1,0,6,12.113291019720826,4.815589634572573,12.761191697074684,0,0,6,19.07069626549509,2.041351302899743,11.073351290986283,0,12.4,0.5,1.79,Enrolled,0.81,High Risk,🔴,Immediate counseling session required!
1,1,1,9853,1,1,120.0,1,19,37,5,7,115.1,0,0,0,1,0,1,18,0,0,6,11.23798801478933,3.4606048750601475,11.513261648859114,0,0,6,7.913565687382514,4.236216876128751,10.744079399174797,0,15.5,2.8,-4.06,Enrolled,0.49,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,3,9070,1,1,125.0,1,1,38,9,7,118.0,0,0,0,1,0,1,18,0,0,6,6.163705531881821,5.973003406312682,13.962642346101497,0,0,6,6.702570501460834,6.053653583797575,14.188670396721575,0,11.1,0.6,2.02,Enrolled,0.02,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9853,1,1,124.0,1,3,1,2,5,121.6,0,0,0,1,0,0,18,0,0,6,8.840362228487514,4.308830295540907,12.291097400677947,0,0,6,9.954867052548892,4.770221954369827,10.592837028933761,0,15.5,2.8,-4.06,Enrolled,0.5,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,1,9853,1,1,163.0,1,19,1,5,10,146.6,1,0,1,1,0,0,18,0,0,6,8.896077005721558,5.107651268229719,13.911685635206336,0,0,6,9.854450783544412,4.005517520851366,11.704221375459063,0,9.4,-0.8,-3.12,Enrolled,0.58,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,1,9853,1,1,145.0,1,38,37,5,5,142.2,0,0,0,1,0,0,19,0,0,6,9.374446818704588,3.8280719978223767,12.689523253228726,0,0,6,9.04718271468691,5.504946222385439,12.490761073682586,0,9.4,-0.8,-3.12,Enrolled,0.33,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,51,1,9070,1,1,117.0,1,5,1,2,10,120.0,1,0,0,1,0,0,21,0,0,6,6.999065424963495,5.035917227140772,12.71882522876309,0,0,6,7.31437733175848,3.984624705693962,12.986793887582827,0,8.9,1.4,3.51,Enrolled,0.24,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,2,9853,1,1,114.0,1,1,1,4,0,108.8,1,0,0,1,0,0,18,0,0,7,11.053021809075435,4.538263254304986,11.608215681620827,0,0,7,9.261517729532265,6.087578296593394,13.492469332678352,0,13.9,-0.3,0.79,Enrolled,0.31,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,43,1,171,1,1,133.0,1,19,19,5,7,133.0,0,0,0,1,0,0,18,0,0,0,0.01478550600485683,0.0,0.0,0,0,0,0.4216463361831126,0.15956334253678003,0.0,0,15.5,2.8,-4.06,Enrolled,0.79,High Risk,🔴,Immediate counseling session required!
1,1,2,9853,1,1,121.0,1,38,38,7,5,120.0,1,0,0,1,0,0,18,0,0,6,10.177045342551557,3.1487954858720912,11.963146978316088,0,0,6,7.443613024710125,3.592615542084941,10.163364603132548,0,10.8,1.4,1.74,Enrolled,0.79,High Risk,🔴,Immediate counseling session required!
1,43,1,9147,1,1,123.0,1,3,19,9,9,113.2,0,0,0,1,0,0,21,0,3,10,18.162674953319044,6.387173708604261,10.557548600533178,2,4,10,16.427953254872282,6.698346747960889,10.932835287713429,0,7.6,2.6,0.32,Enrolled,0.42,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,2,9500,1,1,113.0,1,38,19,9,7,106.7,1,0,0,1,0,1,20,0,0,7,9.91115042774626,5.229824424824087,12.331767466935819,0,0,7,7.618194227554453,5.5387096939741935,12.325909351347624,0,11.1,0.6,2.02,Enrolled,0.1,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,39,1,9991,0,1,120.0,1,38,38,3,3,140.0,0,0,0,1,0,0,25,0,0,5,10.90063614531835,3.0939756635137305,10.36055888302547,0,0,5,11.123353031899478,3.1030840798253836,11.214912570797688,0,15.5,2.8,-4.06,Enrolled,0.87,High Risk,🔴,Immediate counseling session required!
1,39,2,9556,1,1,130.0,1,37,37,9,9,159.0,1,0,0,1,0,0,25,0,0,7,10.91500985362301,6.645314241283751,11.938320884634058,0,0,8,20.0,4.892184930469574,11.692480720072098,0,12.4,0.5,1.79,Enrolled,0.37,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,39,1,9238,1,1,170.0,1,38,19,9,9,140.0,1,0,0,1,0,0,24,0,0,6,9.042974187292316,4.149551832924611,15.944348939222957,0,0,6,10.177916752737035,4.634519694558008,16.080526740144215,0,9.4,-0.8,-3.12,Enrolled,0.42,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,1,9147,1,1,138.0,1,37,37,194,171,131.0,1,0,0,1,0,0,19,0,0,5,9.170657106229578,4.018210189985407,10.831887974334752,0,0,5,7.70097035199645,2.626707121807579,10.937377081560054,0,12.4,0.5,1.79,Enrolled,0.65,High Risk,🔴,Immediate counseling session required!
1,17,6,9147,1,1,121.0,1,19,38,7,9,123.8,0,0,0,1,0,1,19,0,0,5,4.588018391290972,4.883641098996857,12.223449514096172,0,0,5,8.183854461241307,3.2110077989288888,10.343157838295996,0,12.7,3.7,-1.7,Enrolled,0.58,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,16,2,9147,1,1,132.0,1,37,37,9,9,122.6,1,0,0,1,0,1,20,0,0,5,8.449324867305348,3.3685184198852105,11.536033253156676,0,0,5,8.453885736299414,4.24053984046195,13.060411631899537,0,10.8,1.4,1.74,Enrolled,0.16,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,171,1,1,131.0,1,19,38,4,5,132.8,1,0,0,1,0,0,18,0,0,0,0.0,0.0,0.0,0,0,0,0.35340725818737045,0.11816790895893452,0.0,0,7.6,2.6,0.32,Enrolled,0.24,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,18,2,9853,1,1,120.0,1,1,1,9,0,115.8,0,0,0,1,0,0,18,0,0,7,12.027415068031518,6.50535544493831,12.074450408144047,0,0,7,10.665134852581613,6.004434173809187,11.789692181660108,0,13.9,-0.3,0.79,Enrolled,0.25,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,3,9147,1,1,112.0,1,1,19,3,5,107.8,1,0,0,1,0,0,19,0,0,5,6.678918489364518,2.7846510167632785,10.467067620929276,0,0,5,11.667848797918744,3.1439316528730457,14.513250472840184,0,10.8,1.4,1.74,Enrolled,0.84,High Risk,🔴,Immediate counseling session required!
1,1,1,9500,1,1,138.0,1,38,1,9,4,127.5,1,0,0,1,0,0,19,0,0,7,9.846571726787577,4.7758561156215595,12.70518728696576,0,0,7,6.819782089671528,5.000155787745339,13.246632919161758,0,16.2,0.3,-0.92,Enrolled,0.24,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9147,1,1,118.0,1,1,2,10,10,117.3,1,0,0,1,0,0,19,0,0,5,8.972676027830147,3.948964541630985,12.846546903943166,0,0,5,9.93347156218059,4.100304727972048,12.1612051024508,0,8.9,1.4,3.51,Enrolled,0.28,Low Risk,🟢,No immediate action needed. Monitor monthly.
4,7,1,9500,1,40,130.0,1,37,37,3,3,130.0,1,0,0,1,0,0,32,0,0,7,16.152946935127126,3.582983852230993,13.983517500791383,0,0,7,7.916588723077253,6.875188468620459,12.869587199644924,0,12.4,0.5,1.79,Enrolled,0.52,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,39,1,9991,0,1,130.0,1,1,1,4,10,115.2,0,0,0,1,1,0,24,0,0,5,5.06840031115823,3.8377502668549335,11.971428720389813,0,0,5,6.137375537177325,4.695104438743812,12.493893562939858,0,12.4,0.5,1.79,Enrolled,0.28,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,9500,1,1,133.1,1,19,38,192,192,96.0,1,0,0,1,0,0,19,0,0,7,10.239570615601426,6.0018969061796685,13.440176999533147,0,0,8,10.927019525953732,5.774531704470736,11.816664700522283,0,11.1,0.6,2.02,Enrolled,0.13,Low Risk,🟢,No immediate action needed. Monitor monthly.
2,7,1,9500,1,3,120.0,1,37,19,9,7,120.0,1,0,0,1,0,0,45,0,7,11,10.904001392632267,10.469895154464886,12.603524592072345,0,6,10,11.892172254703675,10.069200631817123,13.252805256606814,0,13.9,-0.3,0.79,Enrolled,0.15,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9853,1,1,125.0,1,19,19,4,7,128.5,1,0,0,1,0,0,18,0,0,7,9.459906191672031,5.729454187258776,11.545339111495897,0,0,7,7.793548542776754,7.487063277038377,12.513062297610293,0,13.9,-0.3,0.79,Enrolled,0.18,Low Risk,🟢,No immediate action needed. Monitor monthly.
2,39,1,9003,1,19,133.1,1,19,37,9,10,120.0,0,0,1,1,0,0,37,0,0,6,9.530784056691344,5.5612923897487345,12.869411685332912,0,0,6,11.947987360795883,5.741133365500594,12.906750698125084,0,16.2,0.3,-0.92,Enrolled,0.14,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9238,1,1,123.0,1,1,1,9,9,113.2,0,0,0,1,0,1,20,0,0,6,11.067261400758465,3.846275058162025,10.895058636222492,0,0,6,13.310236077275613,4.665721802933772,11.604284956428177,0,15.5,2.8,-4.06,Enrolled,0.22,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,4,9500,1,1,126.0,1,19,19,7,9,121.3,1,0,0,1,0,1,18,0,0,7,9.087730278546482,6.319284687370914,13.764022880640837,0,0,7,6.819217093176896,7.204194985163641,12.69655938181916,0,12.4,0.5,1.79,Enrolled,0.04,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,53,1,9085,1,42,140.0,1,1,1,4,3,140.0,1,0,1,1,0,0,21,0,7,9,9.864745991508489,7.847561199036926,13.659872853067675,0,4,9,14.01667619132485,5.2055743163701,12.049077434140674,0,8.9,1.4,3.51,Enrolled,0.51,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,39,1,9119,1,19,133.1,1,1,19,4,5,100.0,0,0,0,1,1,0,25,0,0,5,12.984465629818219,0.9213273020036206,11.344179437933784,0,0,5,10.833109347765689,0.7786342799377782,10.010404379047936,0,13.9,-0.3,0.79,Enrolled,0.99,High Risk,🔴,Immediate counseling session required!
1,53,1,9670,1,42,140.0,1,19,37,3,6,140.0,1,0,1,1,0,0,21,0,0,6,11.745934694544093,1.04504200965906,11.966931253379423,0,0,6,10.886415096971232,0.8172033482207669,11.33960222282149,0,8.9,1.4,3.51,Enrolled,0.96,High Risk,🔴,Immediate counseling session required!
1,43,1,9085,1,1,170.0,1,19,19,5,1,170.0,1,0,0,1,0,0,19,0,0,5,5.109705492344446,0.0,0.11647512428546837,5,0,5,7.084838026293114,3.812656245225375,13.98298204033157,1,12.7,3.7,-1.7,Enrolled,0.45,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,53,1,9991,0,1,140.0,1,38,38,191,193,135.0,0,0,1,1,0,0,23,0,6,11,17.876445233835472,8.04558434123761,12.258861845646612,0,3,9,15.063961800146684,5.0838575514447415,12.519312806920118,0,8.9,1.4,3.51,Enrolled,0.47,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,17,1,9773,1,1,121.0,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,6,8.213641141353168,4.821818301915581,12.423833906301507,0,0,6,9.624553678237374,6.887822685156197,11.855685330504361,0,15.5,2.8,-4.06,Enrolled,0.21,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,39,1,8014,0,1,133.1,1,1,12,4,5,116.5,0,0,0,1,1,1,24,0,0,6,6.102661516359985,3.783725138927899,12.82324805540691,0,0,6,10.110552125065148,3.773813541504223,10.947977785988973,0,12.4,0.5,1.79,Enrolled,0.51,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9.11471558149912,5.464591037283443,11.23704615493457,0,0,6,5.955682266269297,5.074150098516714,14.38709103624674,0,7.6,2.6,0.32,Enrolled,0.11,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,2,9119,1,1,120.0,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,5,8.028568965104538,3.787988448089685,14.097221343696674,0,0,6,10.05023266281861,5.83968972530764,13.688383942251148,0,11.1,0.6,2.02,Enrolled,0.25,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,18,1,9254,1,1,118.0,1,38,38,5,5,123.3,1,0,0,1,1,0,26,0,0,6,9.745891469239265,4.287411293550957,9.895289382105242,0,0,6,11.682419590467214,3.0281680430674105,12.445046099993046,0,9.4,-0.8,-3.12,Enrolled,0.89,High Risk,🔴,Immediate counseling session required!
1,1,1,9670,1,1,127.0,1,19,1,5,7,118.3,1,0,0,1,0,0,18,0,0,6,7.2021722790299405,6.339434319003395,12.409180860699799,0,0,6,9.99441230714058,3.1058329255893105,11.927576977674892,0,13.9,-0.3,0.79,Enrolled,0.42,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,17,2,9085,1,1,123.0,1,1,19,4,9,113.6,1,0,0,1,0,0,19,0,0,5,13.236636977806635,2.8889042421083584,12.32682286445589,2,0,5,7.472910653347787,4.06607914010181,11.912135819718554,0,9.4,-0.8,-3.12,Enrolled,0.24,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,7.899041603662329,5.9985351524506045,13.507176606542675,0,0,7,8.35481813834251,5.688490833365641,13.870499968808755,0,11.1,0.6,2.02,Enrolled,0.16,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,3,9147,1,1,125.0,1,3,38,2,10,118.7,1,0,0,1,0,0,18,0,0,5,15.682926934880411,3.8511879035387055,10.784604251044087,0,0,5,10.697357648471888,1.6913962004195442,11.83591456596309,0,13.9,-0.3,0.79,Enrolled,0.8,High Risk,🔴,Immediate counseling session required!
1,1,1,9085,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,21,0,0,6,11.808577851360397,3.6480881551984687,12.427584560057193,0,0,6,12.774125228479667,2.255484690707744,12.644275093829531,0,11.1,0.6,2.02,Enrolled,0.85,High Risk,🔴,Immediate counseling session required!
1,1,1,9085,1,1,120.0,1,4,1,2,9,113.4,0,0,0,1,0,0,18,0,0,6,14.305317627184262,3.4385570545311035,11.357342542656026,0,0,6,16.792452363390083,3.06086943154767,13.78849968168507,0,11.1,0.6,2.02,Enrolled,0.84,High Risk,🔴,Immediate counseling session required!
1,1,1,9238,1,1,107.0,1,19,37,7,7,103.5,1,0,0,1,0,0,20,0,0,6,12.520084999935122,3.4892089650112648,11.150266893060568,0,0,6,9.16636726274771,4.036708759658151,12.45998083129846,0,16.2,0.3,-0.92,Enrolled,0.41,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,0,6,9.100573409690695,4.682916092553642,12.805084773775892,0,0,6,7.469867957246539,5.148847326787263,10.340951598178126,0,7.6,2.6,0.32,Enrolled,0.42,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,39,1,9500,1,1,133.1,1,1,38,3,7,121.7,0,0,0,1,0,1,27,0,0,7,7.898793101034428,6.042341758797106,13.089414886187578,0,0,7,8.78437497938178,5.758733541386808,11.799666053471318,0,12.4,0.5,1.79,Enrolled,0.1,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9147,1,1,147.0,1,37,37,9,6,142.8,1,0,1,0,0,1,19,0,0,5,5.216637705194754,5.444587985187081,12.749690419170062,0,0,5,4.699307356094575,4.33141687609164,11.922922988594458,0,11.1,0.6,2.02,Enrolled,0.56,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,3,9500,1,1,128.0,1,1,1,7,7,120.5,1,0,0,1,0,1,19,0,0,7,9.575708604356976,4.865737267933916,13.556800759354008,0,0,7,7.159862447790838,6.738004087026763,12.543460430292438,0,12.4,0.5,1.79,Enrolled,0.14,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,53,1,9085,1,42,140.0,1,19,38,8,9,144.9,1,0,1,0,0,0,23,0,7,11,18.130335024991403,10.93191876856326,12.361134063326778,0,4,9,15.036583315208512,7.6621484086973775,12.939980321810856,0,8.9,1.4,3.51,Enrolled,0.66,High Risk,🔴,Immediate counseling session required!
1,1,1,9238,1,1,108.0,1,1,38,5,8,105.9,0,0,0,1,0,1,20,0,0,6,10.698700993759697,5.061844445357162,10.605526238414395,0,0,6,8.935852031009443,4.6846717580491255,11.494093345832976,0,11.1,0.6,2.02,Enrolled,0.18,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9085,1,1,132.0,1,1,12,4,5,124.3,0,0,0,1,0,0,20,0,0,6,10.152345723022755,5.876206640987846,13.597156930298055,0,0,6,10.945153912720325,4.93716314394498,12.51040382555374,0,13.9,-0.3,0.79,Enrolled,0.06,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9147,1,1,136.0,1,1,1,9,3,122.7,1,0,0,1,1,0,18,0,0,5,6.490609082834323,5.059092097326907,11.911853628648718,0,0,5,6.672360450292193,4.747599012109587,12.512460043301488,0,15.5,2.8,-4.06,Enrolled,0.14,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,9085,1,1,118.0,1,1,19,3,3,112.4,1,0,0,1,1,0,21,0,0,5,6.933747889447764,3.883855804878384,11.828395923759626,0,0,5,14.6031356815082,2.9864850975170807,10.535754850775243,4,10.8,1.4,1.74,Enrolled,0.8,High Risk,🔴,Immediate counseling session required!
1,1,1,9130,1,1,133.1,1,1,1,3,9,138.0,1,0,0,1,0,0,20,0,0,6,11.547583686256932,6.324937772615085,13.525241039894269,0,0,6,10.22487710493377,6.058029310654483,13.295394363275555,0,16.2,0.3,-0.92,Enrolled,0.07,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,171,1,1,140.0,1,1,3,3,3,138.3,1,0,0,1,0,0,18,0,0,0,0.015892694086424592,0.13285410909379966,0.0,0,0,0,0.0,0.4221970450683526,0.15649930225913036,0,12.4,0.5,1.79,Enrolled,0.2,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,9773,1,1,132.0,1,38,1,9,9,124.3,1,0,0,1,0,0,19,0,0,6,6.210654851014553,4.632590990345839,12.330502777451523,0,0,6,6.955245831684085,4.8618593694225565,10.803897960833394,0,10.8,1.4,1.74,Enrolled,0.35,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,2,9773,1,1,122.0,1,37,37,9,9,126.9,1,0,0,1,0,1,19,0,0,6,11.670683446658616,3.589347435348369,11.843563512501762,0,0,6,10.771847736715648,2.555100738895457,11.719166852399454,0,9.4,-0.8,-3.12,Enrolled,0.65,High Risk,🔴,Immediate counseling session required!
1,1,3,9147,1,1,127.0,1,1,38,5,7,123.5,1,0,0,1,0,1,19,0,0,5,5.2928732892266215,4.796295283241278,11.675598538004968,0,0,5,10.561559026490333,2.7828035703039093,12.769698500124782,0,9.4,-0.8,-3.12,Enrolled,0.4,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,2,9130,1,1,140.0,1,19,37,9,9,129.5,1,0,0,1,0,0,18,0,0,5,10.1495751359312,3.806668192419071,13.589850699362088,1,0,5,4.554501586054652,4.855786827736084,13.626963387318288,0,12.7,3.7,-1.7,Enrolled,0.12,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9254,1,1,143.0,1,2,37,1,1,133.2,1,0,0,1,0,0,19,0,0,6,8.32505363737184,4.768776896607526,13.268002606631612,0,0,6,16.079462845958435,1.4844435363775539,13.65208788306492,0,10.8,1.4,1.74,Enrolled,0.69,High Risk,🔴,Immediate counseling session required!
3,17,1,9238,1,1,138.0,1,37,37,9,9,133.5,1,0,0,1,0,1,21,0,0,6,7.766881547964159,3.268694258729302,10.240049112306842,0,0,6,13.563933276351076,3.8856089364689965,12.635562112615506,0,12.7,3.7,-1.7,Enrolled,0.38,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,3,9254,1,1,129.0,1,37,38,7,7,122.0,1,0,0,1,0,1,18,0,0,6,9.113128704558992,5.775457477903635,10.446554975189814,0,0,6,7.935101264623533,4.9941982173903785,11.485527353754383,0,7.6,2.6,0.32,Enrolled,0.1,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,9500,1,1,130.0,1,1,38,9,9,125.1,1,0,0,1,0,1,18,0,0,7,8.781284186790675,5.855331951317505,12.757179589667778,0,0,8,11.431337425049081,6.562722641150705,13.059324605415457,0,11.1,0.6,2.02,Enrolled,0.1,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,15,1,9119,1,1,160.0,32,1,3,143,152,160.0,0,0,1,1,0,0,19,1,0,6,10.717191604160162,2.0351013772191053,14.237276287887255,1,0,5,10.904694777070073,2.196470822177629,10.60321730670684,0,8.9,1.4,3.51,Enrolled,0.84,High Risk,🔴,Immediate counseling session required!
1,1,1,9119,1,1,121.0,1,3,1,2,3,114.0,0,0,0,1,1,0,20,0,0,5,9.140985733856978,3.3976208948896676,11.920164665220891,0,0,5,6.936172285808004,4.000978355268017,12.774352361398558,2,7.6,2.6,0.32,Enrolled,0.21,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9147,1,1,123.0,1,1,19,4,5,117.8,0,0,0,1,1,0,20,0,0,5,8.587245607780776,5.1226004430559495,12.192426196678214,0,0,5,9.11436946606273,3.810904420354772,13.644972870009259,0,8.9,1.4,3.51,Enrolled,0.23,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,6,9500,1,1,122.0,1,1,1,3,7,114.3,1,0,0,1,1,0,18,0,0,7,7.667242041686507,6.167618423086839,14.307843166048167,0,0,8,11.649409175128513,5.746580667327344,11.932436572747426,1,11.1,0.6,2.02,Enrolled,0.21,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9670,1,1,136.0,1,2,38,143,163,129.7,1,0,0,1,1,0,19,0,0,6,10.199141623504168,4.413395891972486,13.064526497332245,0,0,6,11.942134851166438,0.42850558918774795,9.875800223369282,3,16.2,0.3,-0.92,Enrolled,0.87,High Risk,🔴,Immediate counseling session required!
1,1,3,9670,1,1,121.0,1,3,19,2,8,122.4,1,0,0,1,1,0,19,0,0,5,7.583737362860734,2.700699978008627,11.844743101104003,0,0,5,4.8256493909098,3.917587044080516,11.382331351570658,0,9.4,-0.8,-3.12,Enrolled,0.38,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,17,2,9254,1,1,135.0,1,19,19,4,3,135.0,1,0,0,1,1,0,20,0,0,6,7.778046134487792,5.8561720434204885,12.45459689106616,0,0,6,9.105852117954305,4.295959174733506,10.6337728961584,0,7.6,2.6,0.32,Enrolled,0.38,Medium Risk,🟡,Schedule check-in within 2 weeks.
2,17,5,9119,1,1,126.0,1,37,38,4,4,122.9,1,0,0,1,1,0,21,0,0,5,10.029097933933743,4.058884025912479,13.520939507537097,0,0,5,6.331086125818263,3.913207774883598,13.947642354820445,2,7.6,2.6,0.32,Enrolled,0.19,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9147,1,1,120.0,1,3,38,3,7,124.2,1,0,0,1,1,0,18,0,0,5,13.155862878881976,4.883608840596263,12.04995585300548,0,0,5,9.278604513883058,4.442601594278487,11.948841678543161,0,13.9,-0.3,0.79,Enrolled,0.29,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,44,1,9003,1,39,130.0,1,3,3,7,1,130.0,1,0,0,1,1,0,20,0,0,6,11.80725572496905,3.560412354420657,12.115842966586591,0,0,6,11.249419132490114,4.843714994612607,10.75681363480307,0,15.5,2.8,-4.06,Enrolled,0.66,High Risk,🔴,Immediate counseling session required!
1,17,1,9119,1,1,131.0,1,1,3,9,10,123.7,1,0,0,1,1,0,20,0,0,5,6.749088544406814,4.2682569736017655,11.292235578596166,0,0,5,8.051393881190121,2.0806979779617825,12.521719083458114,0,10.8,1.4,1.74,Enrolled,0.87,High Risk,🔴,Immediate counseling session required!
1,17,1,9670,1,1,133.1,1,1,37,4,9,96.0,1,0,0,1,0,1,25,0,0,6,8.115465272698044,5.912382848114405,11.114309597135653,0,0,6,10.060403653713426,4.700104456047182,12.402344698611719,0,15.5,2.8,-4.06,Enrolled,0.22,Low Risk,🟢,No immediate action needed. Monitor monthly.
4,39,1,9003,1,1,140.0,1,37,37,9,8,150.0,0,0,0,1,1,0,28,0,0,6,11.681079078776156,5.1021253404352676,12.079736114024401,0,0,6,9.906430792115245,5.405079018620775,12.21264715805655,0,11.1,0.6,2.02,Enrolled,0.3,Low Risk,🟢,No immediate action needed. Monitor monthly.
2,39,1,9500,1,1,130.0,1,37,37,191,183,163.7,0,0,0,1,0,0,35,0,0,7,10.77499185705339,4.676432920315211,13.066372726059834,0,0,7,8.882808240453441,5.032232907066677,10.601361665824667,0,12.4,0.5,1.79,Enrolled,0.51,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,39,1,9500,1,40,130.0,1,37,37,9,7,130.0,0,0,0,1,0,0,27,0,3,8,12.53820944706948,7.2850422933557475,12.410325336294006,0,3,8,12.042169809192435,6.882872834267738,12.531912911810917,0,12.7,3.7,-1.7,Enrolled,0.08,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,39,1,9991,0,1,160.0,41,37,19,9,9,160.0,0,0,0,1,0,1,31,1,0,5,12.437242581041994,3.894011097771494,10.308362731086708,0,0,5,9.558071214796668,4.0938187080087225,10.341722948342134,0,15.5,2.8,-4.06,Enrolled,0.59,Medium Risk,🟡,Schedule check-in within 2 weeks.
2,39,1,9991,0,1,133.1,1,37,19,9,10,150.0,0,0,0,1,1,0,47,0,0,5,8.562059588769646,3.783488894727999,9.8036754365243,0,0,5,7.706278658567349,3.993917976588641,12.397020541223938,0,9.4,-0.8,-3.12,Enrolled,0.66,High Risk,🔴,Immediate counseling session required!
1,1,1,171,1,1,133.0,1,37,19,9,8,141.4,0,0,0,1,1,1,20,0,0,0,0.41168564072793656,0.23510336663534176,0.8135779003590015,0,0,0,0.0,0.13481344927905106,0.0,0,13.9,-0.3,0.79,Enrolled,0.25,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,171,1,1,134.0,1,3,2,2,2,141.7,1,0,0,1,1,0,18,0,0,0,0.0,0.3303078522238607,0.18824216672201363,0,0,0,0.6251008028314591,0.0,0.0,0,7.6,2.6,0.32,Enrolled,0.27,Low Risk,🟢,No immediate action needed. Monitor monthly.
